ID,f1,f2t1,hq1,q1,q2,q3c1,q3c2,q3c3,q3c4,q3c5,q3c6,q3c7,q3c8,q3c9,q4c1,q4c2,q4c3,q4c4,q4c5,q5s1,q5s2,q5s3,q5s4,q6s1,q6s2,q6s3,q6s4,q7c1,q7c2,q7c3,q7c4,q7c5,q7c6,q7c7,q7c8,q7c9,q7c10,q7c11,q7c12,q7c13,q7c14,q7c15,q7c16,q7c17,q7c18,q7c19,q8c1,q8c2,q8c3,q8c4,q8c5,q8c6,q9s1c1,q9s1c2,q9s1c3,q9s1c4,q9s1c5,q9s1c6,q9s1c7,q9s1c8,q9s1c9,q9s1c10,q9s1c11,q9s1c12,q9s1c13,q9s1c14,q9s1c15,q9s1c16,q9s1c17,q9s1c18,q9s1c19,q9s2c1,q9s2c2,q9s2c3,q9s2c4,q9s2c5,q9s2c6,q9s2c7,q9s2c8,q9s2c9,q9s2c10,q9s2c11,q9s2c12,q9s2c13,q9s2c14,q9s2c15,q9s2c16,q9s2c17,q9s2c18,q9s2c19,q9s3c1,q9s3c2,q9s3c3,q9s3c4,q9s3c5,q9s3c6,q9s3c7,q9s3c8,q9s3c9,q9s3c10,q9s3c11,q9s3c12,q9s3c13,q9s3c14,q9s3c15,q9s3c16,q9s3c17,q9s3c18,q9s3c19,q9s4c1,q9s4c2,q9s4c3,q9s4c4,q9s4c5,q9s4c6,q9s4c7,q9s4c8,q9s4c9,q9s4c10,q9s4c11,q9s4c12,q9s4c13,q9s4c14,q9s4c15,q9s4c16,q9s4c17,q9s4c18,q9s4c19,q9s5c1,q9s5c2,q9s5c3,q9s5c4,q9s5c5,q9s5c6,q9s5c7,q9s5c8,q9s5c9,q9s5c10,q9s5c11,q9s5c12,q9s5c13,q9s5c14,q9s5c15,q9s5c16,q9s5c17,q9s5c18,q9s5c19,q10c1,q10c2,q10c3,q10c4,q10c5,q10c6,q11s1,q11s2,q11s3,q11s4,q11s5,q12c1,q12c2,q12c3,q12c4,q12c5,q12c6,q13,df_coefficient,da_coefficient,df_x_da,HML,hq1_HML
157,1,37,2,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,4,1,,,6,6,,,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,10,8,8,7,7,1,1,1,1,1,0,1,4,2000,8000,M,2_M
158,1,38,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,,,,1,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,10,350,3500,M,2_M
159,1,35,2,2,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,5,,,2,1,,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,500,2000,M,2_M
160,1,31,2,2,6,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,4,4,,1,1,1,,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,10,9,8,9,8,0,1,0,1,0,0,4,4,350,1400,L,2_L
161,1,34,2,1,3,0,1,0,1,0,0,1,0,0,1,1,1,1,0,2,2,3,4,3,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,9,10,10,10,8,1,1,1,1,1,0,3,18,700,12600,H,2_H
162,1,37,2,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4,6,,,1,1,,,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,,4,1,7,9,0,0,0,0,1,0,5,4,350,1400,L,2_L
163,1,38,2,2,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,5,3,6,,1,6,3,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,8,9,8,8,8,1,1,0,0,1,0,2,2.5,350,875,L,2_L
164,1,31,2,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7,,,1,1,,,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,6,,7,,0,0,0,0,0,1,,24,350,8400,M,2_M
165,1,37,2,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,,,3,,,,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,8,,,,0,1,0,0,0,0,2,4,700,2800,M,2_M
166,1,38,2,2,9,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,5,,,1,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,6,,,,,1,0,0,0,0,0,1,18,350,6300,M,2_M
167,1,33,2,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,8,7,6,,0,1,0,0,0,0,2,18,350,6300,M,2_M
168,1,38,2,2,4,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,3,7,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,8,6,6,6,6,1,0,0,0,1,0,1,18,500,9000,M,2_M
169,1,34,2,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8,,,0,0,1,0,0,0,3,10,350,3500,M,2_M
170,1,37,2,1,3,0,1,1,0,0,0,0,0,0,1,1,1,1,0,2,5,5,7,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,,8,10,8,9,0,1,1,1,0,0,3,18,350,6300,M,2_M
171,1,39,2,2,2,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,3,3,3,3,2,3,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,,,5,4,8,0,0,0,0,1,0,5,24,700,16800,H,2_H
172,1,32,2,2,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,,,,1,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,0.5,350,175,L,2_L
173,1,39,2,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,3,,6,,1,,1,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,10,9,9,9,9,0,0,0,0,0,1,,10,350,3500,M,2_M
174,1,30,2,1,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,5,5,5,,2,2,2,,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,,8,,9,,0,0,0,1,0,0,4,2.5,500,1250,L,2_L
175,1,34,2,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,,,4,1,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,8,7,5,5,6,1,0,0,0,0,0,1,24,1000,24000,H,2_H
176,1,33,2,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,,,,1,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,10,,,7,,1,0,0,0,0,0,1,10,350,3500,M,2_M
177,1,37,2,1,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,,,,3,,,,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,,9,,10,,0,1,0,1,0,0,4,10,700,7000,M,2_M
178,1,31,2,2,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,4,,,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,4,350,1400,L,2_L
179,1,31,2,2,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,6,,,1,1,,,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,,9,10,3,,0,1,1,0,0,0,2,18,350,6300,M,2_M
180,1,34,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,2,2,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,,3,6,6,,0,1,1,1,0,0,4,24,500,12000,H,2_H
181,1,43,3,1,3,0,1,0,0,0,0,1,0,0,1,1,1,1,0,3,5,5,5,3,3,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,11,8,7,10,,1,0,0,1,0,0,1,10,700,7000,M,3_M
182,1,44,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,,,1,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,9,0,0,0,0,1,0,5,4,350,1400,L,3_L
183,1,40,3,1,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,,,3,4,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,9,,,8,10,1,0,0,1,1,0,5,24,700,16800,H,3_H
184,1,45,3,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,6,,,1,1,,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,,,,7,1,0,0,0,1,0,1,10,350,3500,M,3_M
185,1,48,3,2,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,,,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,3,5,,,0,0,0,0,0,1,,24,350,8400,M,3_M
186,1,42,3,1,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,,,,1,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,6,7,8,,,0,0,1,0,0,0,3,10,350,3500,M,3_M
187,1,42,3,2,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,,,1,1,,,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,6,,5,9,5,0,0,0,1,0,0,4,24,350,8400,M,3_M
188,1,42,3,1,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,2,3,2,3,3,3,2,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,7,9,6,7,7,1,1,1,1,1,0,2,18,700,12600,H,3_H
189,1,42,3,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,,,1,1,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,9,9,9,0,0,1,1,1,0,5,24,350,8400,M,3_M
190,1,44,3,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,,,3,3,,,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,10,9,7,7,7,1,1,1,1,0,0,1,18,700,12600,H,3_H
191,1,44,3,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,9,8,7,8,9,1,0,0,1,1,0,1,10,350,3500,M,3_M
192,1,49,3,1,3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,4,,,3,2,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,9,8,7,7,9,1,0,0,0,0,0,1,18,700,12600,H,3_H
193,1,42,3,2,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,,,1,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,,4,10,7,6,0,0,1,0,0,0,3,10,350,3500,M,3_M
194,1,46,3,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,,,,2,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,10,500,5000,M,3_M
195,1,49,3,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,3,,,,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,9,7,8,8,7,1,0,1,1,0,0,4,18,700,12600,H,3_H
196,1,43,3,1,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,2,,,3,1,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6,8,8,6,8,0,1,0,0,0,0,2,18,700,12600,H,3_H
